l,m,Clm,Slm,sigmaClm,sigmaSlm
42,26,-2.51365752668842e-09,-6.36371890097867e-09,7.243860896e-12,7.244420498e-12
42,27,6.755291225649751e-09,-2.3348875847050202e-09,7.451856894e-12,7.453746643e-12
42,28,-5.05029865791339e-09,2.1711791900119203e-09,8.398141219e-12,8.392303895e-12
42,29,-5.919582692935961e-09,-2.7134322895482302e-09,8.67311077e-12,8.6709898e-12
42,30,3.3677308191130604e-09,6.97541542887121e-10,9.42274976e-12,9.417425607e-12
42,31,6.09367676471056e-09,4.593155634188951e-09,1.014941316e-11,1.014836896e-11
42,32,7.033408098464361e-09,5.167209702265011e-09,1.014263122e-11,1.014786655e-11
42,33,6.3869046176707804e-09,6.341967194312271e-09,1.177382053e-11,1.176067628e-11
42,34,3.0074138917858302e-09,1.12822591754705e-08,1.083003962e-11,1.083391545e-11
42,35,-5.51121527663625e-09,2.02219696304641e-10,1.340762876e-11,1.340649983e-11
42,36,4.630031436760461e-09,-5.39272097071093e-09,1.257895046e-11,1.257803357e-11
42,37,-7.0191647652958106e-09,3.2662751233621e-09,1.411254592e-11,1.410397663e-11
42,38,2.50510643820784e-09,-1.30504685493258e-08,1.680413677e-11,1.679613388e-11
42,39,4.3105262966955905e-09,9.851627828022522e-09,1.391432362e-11,1.391903649e-11
42,40,1.46141544904486e-09,-2.8484904478773703e-09,2.101274958e-11,2.10240539e-11
42,41,5.17159921761496e-10,-4.3089233189146796e-11,2.558375802e-11,2.558317845e-11
42,42,-6.494812196326391e-09,2.8278236712413304e-09,2.00503695e-11,2.005747231e-11
43,0,6.46200543620946e-09,0.0,7.18763683e-13,0.0
43,1,-4.8907644511332605e-09,4.1933064533903205e-09,6.856441578e-13,7.523207188e-13
43,2,-9.441323605038601e-09,-1.3484644692161601e-09,7.480325541e-13,6.981706651e-13
43,3,5.1253675703738e-10,-1.44360075224281e-10,7.3246481e-13,7.311534533e-13
43,4,1.8321588988409701e-09,9.15913843840393e-10,7.66216783e-13,7.508902585e-13
43,5,-8.87843167168288e-09,6.489681673442671e-09,7.880049941e-13,7.907895731e-13
43,6,6.275482907137601e-09,9.524678737910139e-11,8.644264911e-13,8.568934503e-13
43,7,-1.4462937991358402e-09,5.792112958003011e-09,9.673991151e-13,9.700033565e-13
43,8,-5.62994541550015e-10,-3.6253493192657e-10,1.094650368e-12,1.09009748e-12
43,9,-1.43284643045901e-09,-6.16991271403996e-09,1.313543538e-12,1.312576365e-12
43,10,-3.5484610214994e-10,1.41891916002908e-09,1.476202803e-12,1.476019242e-12
43,11,-5.26354132649559e-09,5.335457735439641e-09,1.805884219e-12,1.805939341e-12
43,12,-1.91438795966927e-09,4.63292183867936e-10,1.98025829e-12,1.980140066e-12
43,13,2.2188037421956603e-09,-1.43689779792052e-09,2.399354993e-12,2.39870583e-12
43,14,-5.07447301012498e-09,3.4054240600195305e-09,2.55913316e-12,2.560260661e-12
43,15,3.88496440596157e-09,6.70455586005284e-09,3.155452967e-12,3.15622965e-12
43,16,2.39148707928377e-09,8.05836025461303e-10,3.178934468e-12,3.178671282e-12
43,17,4.44645696988865e-09,-4.36474096015948e-09,3.735489617e-12,3.734090328e-12
43,18,-3.19036939198596e-09,-4.11036910149811e-09,3.795224178e-12,3.798669158e-12
43,19,-5.545416374309681e-09,-6.95616594187269e-09,4.399767469e-12,4.401000487e-12
43,20,-8.720783534954721e-10,4.975624218865911e-10,4.45091203e-12,4.452452476e-12
43,21,3.3822276500702503e-09,5.3951650934315e-09,5.081792362e-12,5.081088147e-12
43,22,5.51372688504688e-09,-2.2489926158242903e-09,5.148870264e-12,5.151707914e-12
43,23,-7.52578907124476e-12,-6.27867400399038e-09,5.85306783e-12,5.850164796e-12
43,24,4.7405350447580406e-09,-1.9693070632691603e-09,5.985706583e-12,5.981999755e-12
43,25,1.4120317171675e-09,3.24303081383249e-09,6.792829826e-12,6.793841014e-12
43,26,-3.89471382156172e-09,3.1615173422296e-09,6.988597327e-12,6.988732636e-12
43,27,4.879948290701581e-09,7.047793526085919e-11,7.911444989e-12,7.913792668e-12
43,28,-1.6361947188422e-09,8.344939263870081e-09,8.107363516e-12,8.102497413e-12
43,29,-2.42532929312159e-09,7.4306168339165e-10,9.089088462e-12,9.087419863e-12
43,30,-9.900900272313631e-09,-8.78158215304757e-09,9.392856006e-12,9.386050853e-12
43,31,-4.3345056848375106e-09,-7.47103132226755e-10,1.0157715e-11,1.015870787e-11
43,32,-3.83306316263084e-09,5.552215431570981e-09,1.08129699e-11,1.0821632e-11
43,33,4.95507064212725e-09,-9.86460977499738e-10,1.093512111e-11,1.0921866e-11
43,34,3.2618720869281304e-09,7.50651656700007e-10,1.252500976e-11,1.253233356e-11
43,35,-2.00783367149057e-09,5.09083047310355e-09,1.169204424e-11,1.1686807e-11
43,36,6.05425314014257e-10,-3.76969353166723e-09,1.427296728e-11,1.426933839e-11
43,37,3.45775785284319e-09,5.472417975541321e-09,1.345672076e-11,1.345380896e-11
43,38,-6.4927233767532305e-09,8.151170991576881e-10,1.50310617e-11,1.502696887e-11
43,39,4.735052621111811e-09,-3.2769777106787202e-09,1.789693634e-11,1.789472042e-11
43,40,1.10781099687575e-08,7.89701430350223e-10,1.48090528e-11,1.481132518e-11
43,41,-1.97255158065188e-09,3.1166923889488904e-09,2.233729562e-11,2.234452053e-11
43,42,-8.54736266134176e-09,3.95889600605714e-09,2.720673509e-11,2.719748631e-11
43,43,-3.3639161750158605e-09,-8.15598939790897e-09,2.123153111e-11,2.12272662e-11
44,0,3.41825482776338e-10,0.0,7.511107547e-13,0.0
44,1,5.80234484660046e-09,-2.16625120275727e-09,7.16612104e-13,7.859351306e-13
44,2,-6.24605263347537e-10,3.44030932372927e-09,7.812554024e-13,7.295620329e-13
44,3,-4.40528916752925e-10,-4.181641599330471e-09,7.646105996e-13,7.634024808e-13
44,4,1.51696050876043e-09,-1.26022299249902e-09,7.981077191e-13,7.822134614e-13
44,5,5.00237203377009e-10,4.03317779623061e-09,8.189374543e-13,8.217868831e-13
44,6,-7.17666831870678e-09,2.48072377692065e-09,8.938073336e-13,8.860366842e-13
44,7,5.2459118206177e-09,9.55078245194599e-09,9.947490012e-13,9.973781074e-13
44,8,-4.603276862224621e-09,-1.25708516915739e-09,1.122152833e-12,1.117450222e-12
44,9,-6.78993771809847e-10,-6.195325927660781e-09,1.335664446e-12,1.334675246e-12
44,10,-3.6360364405042804e-09,-6.0910883694296105e-09,1.507834232e-12,1.507610306e-12
44,11,-1.25401057604119e-09,-1.3146534337603901e-09,1.824249766e-12,1.824405004e-12
44,12,-3.73885756518442e-09,-1.27760592440128e-09,2.0225213e-12,2.022554417e-12
44,13,1.3148989524527501e-09,-6.372468448915231e-09,2.423311469e-12,2.422320988e-12
44,14,-6.067309633707741e-09,-2.89348676077691e-09,2.618389787e-12,2.619396509e-12
44,15,1.7287201640679002e-09,-6.166978432346031e-09,3.12949241e-12,3.130295486e-12
44,16,4.45870612287568e-09,6.3429517912583806e-09,3.262670598e-12,3.261777345e-12
44,17,4.621553704714751e-09,1.5648626483752e-09,3.793348394e-12,3.791413705e-12
44,18,5.87003124351851e-09,-3.867991481616281e-09,3.898617159e-12,3.902921154e-12
44,19,2.6801461027119098e-11,-4.778865215612381e-09,4.474659779e-12,4.476856048e-12
44,20,-2.1067765527025403e-09,3.78460888316495e-10,4.588536206e-12,4.589349453e-12
44,21,-7.308623430403261e-09,4.04087799969814e-11,5.139344951e-12,5.138754351e-12
44,22,5.3409083119463204e-09,1.3054916300854e-09,5.339495838e-12,5.343036872e-12
44,23,1.4587193970677402e-09,8.287734402871441e-09,5.836969786e-12,5.833801019e-12
44,24,-1.79730677538269e-10,-8.11030992784953e-09,6.258153642e-12,6.254379487e-12
44,25,4.1887852926123305e-09,1.18985691474316e-10,6.651148505e-12,6.651554695e-12
44,26,-4.18959626753432e-09,1.02840034044933e-09,7.37850125e-12,7.379712703e-12
44,27,3.6866323369572804e-09,-2.98290184816871e-09,7.629305092e-12,7.631359488e-12
44,28,-1.78581653954882e-10,5.33182335026976e-09,8.637963283e-12,8.633163371e-12
44,29,-6.85502429320801e-09,5.21037787992269e-09,8.778737917e-12,8.776320182e-12
44,30,4.73053620435718e-09,1.99219991924548e-09,9.907046944e-12,9.89958758e-12
44,31,-4.93354163744219e-10,2.6930563080878902e-09,1.01579636e-11,1.015699769e-11
44,32,-4.0658658456558104e-09,1.69534642008311e-09,1.092758007e-11,1.093597244e-11
44,33,-5.25109890018307e-09,-3.15881430288534e-10,1.167085628e-11,1.16597257e-11
44,34,-3.41322060241614e-09,5.951856794266101e-09,1.164951097e-11,1.165325778e-11
44,35,-7.519260593489491e-09,-2.9120890287237e-09,1.350939974e-11,1.351287181e-11
44,36,2.5358860112987602e-09,-7.82703820911337e-09,1.234677305e-11,1.234539527e-11
44,37,1.08865793638512e-08,6.73980911086494e-09,1.532477133e-11,1.532549133e-11
44,38,3.51232163342484e-09,-6.1340464962727304e-09,1.429700061e-11,1.428945047e-11
44,39,6.265869616057491e-09,3.2406809319515703e-09,1.604638075e-11,1.604582136e-11
44,40,-3.8558976031854605e-09,6.59979601022802e-09,1.911299467e-11,1.910166468e-11
44,41,3.2106883676013203e-09,-1.4139008004810102e-09,1.570410968e-11,1.569608473e-11
44,42,-7.43118187634285e-10,-8.88067643324143e-10,2.382631827e-11,2.381861156e-11
44,43,2.16173780784462e-09,-3.0168912594767902e-09,2.888723312e-11,2.887226664e-11
44,44,2.82703508003659e-09,-1.7033413897817602e-09,2.271141411e-11,2.274089652e-11
45,0,-3.2524934422183105e-09,0.0,7.859009426e-13,0.0
45,1,3.4131218149163404e-09,-4.601479772575101e-09,7.500099029e-13,8.220646174e-13
45,2,2.0567359043387302e-09,-3.3052450206423803e-09,8.169488102e-13,7.633150846e-13
45,3,-1.34238228828009e-09,-5.942135616189531e-09,7.992494745e-13,7.981046981e-13
45,4,3.39915144634805e-10,-2.6013922817321303e-09,8.326966182e-13,8.160968275e-13
45,5,1.12585428475701e-09,-1.4577833462339901e-09,8.523585538e-13,8.552783026e-13
45,6,-6.2224165267662004e-09,-8.468904169756881e-10,9.261606336e-13,9.180475392e-13
45,7,5.25555508435568e-10,3.4452873140706704e-09,1.026027714e-12,1.028730839e-12
45,8,-2.01831704663168e-09,9.5969647566313e-10,1.150024525e-12,1.145152236e-12
45,9,8.35716861925784e-09,-6.46545278596786e-09,1.36900759e-12,1.367968722e-12
45,10,-1.7962347653663202e-09,-1.5187169627172701e-09,1.530736631e-12,1.530516253e-12
45,11,4.28878073812984e-10,-2.8583377018741902e-09,1.867715955e-12,1.867784727e-12
45,12,-3.93296220654224e-09,-1.5735073549371802e-09,2.045846461e-12,2.045678932e-12
45,13,-2.5312997534919103e-09,-9.73111880498651e-10,2.482783351e-12,2.482008875e-12
45,14,1.43956455179002e-09,-3.6045865208060003e-09,2.649780927e-12,2.650885674e-12
45,15,-3.843226157877541e-09,-2.30847631948195e-10,3.272829598e-12,3.273635944e-12
45,16,6.236082463656731e-09,1.1144789341246001e-09,3.307444306e-12,3.307084311e-12
45,17,2.8131700701603703e-09,-1.6859778323945601e-09,3.904736584e-12,3.903173841e-12
45,18,1.20514842796524e-09,-5.233881197740531e-09,3.967283782e-12,3.971720851e-12
45,19,-4.763461106173551e-09,-2.31823142044703e-09,4.617032957e-12,4.617810836e-12
45,20,5.01075258553527e-09,3.3204759057319303e-09,4.661829581e-12,4.662956426e-12
45,21,-3.3513069788429504e-09,-1.0503170386373901e-09,5.326277607e-12,5.325846362e-12
45,22,3.1512028975928404e-09,4.52796813837548e-09,5.374838223e-12,5.378460295e-12
45,23,2.85166998616723e-09,4.14575326439116e-09,6.089351892e-12,6.086568215e-12
45,24,-1.06277428375632e-08,4.54691721536126e-09,6.2055485e-12,6.201066128e-12
45,25,8.8456735592712e-09,-3.90563755694702e-09,6.998146625e-12,6.999761953e-12
45,26,-1.35331413815672e-09,6.22856087901787e-09,7.196015965e-12,7.196938335e-12
45,27,-6.541079115735831e-09,2.7066838058356303e-10,8.115277462e-12,8.117626329e-12
45,28,6.059557359906611e-09,-1.28094329654932e-10,8.302117226e-12,8.297409914e-12
45,29,-8.069235971055541e-09,-3.1608886280940403e-09,9.392850704e-12,9.389114965e-12
45,30,-1.7826479725697202e-09,-8.745515575598841e-10,9.567024338e-12,9.560196001e-12
45,31,-1.06238321608131e-09,-6.09694871415945e-09,1.070631053e-11,1.070587963e-11
45,32,-5.81838531959413e-10,-2.90127056453037e-09,1.088413683e-11,1.089238654e-11
45,33,-1.93653138660214e-09,-2.38533316357374e-09,1.17999059e-11,1.178606077e-11
45,34,-2.47958313779685e-09,5.484106952407291e-09,1.246063933e-11,1.246638487e-11
45,35,-6.88042077193703e-09,8.29907160728285e-09,1.259952114e-11,1.259755731e-11
45,36,-8.914591760303091e-09,7.255147762526e-09,1.438948524e-11,1.438096322e-11
45,37,-6.00819548399888e-09,4.3792038360805905e-09,1.325836188e-11,1.325744533e-11
45,38,-4.543226723255131e-09,4.03956355659737e-09,1.632591095e-11,1.631650343e-11
45,39,-2.0145332717452402e-09,-7.57928643394171e-09,1.527454078e-11,1.527776618e-11
45,40,3.46016416793181e-09,-3.7241045632275405e-09,1.711179766e-11,1.710876376e-11
45,41,9.73946238649751e-10,7.009249582423171e-10,2.034029577e-11,2.033649187e-11
45,42,-1.4821290190829602e-09,-1.09931394867624e-08,1.675831535e-11,1.675728805e-11
45,43,4.33144646623625e-09,1.05665243562348e-09,2.532781138e-11,2.528630916e-11
45,44,1.12840330447424e-08,3.1121412085713803e-09,3.079076849e-11,3.081405005e-11
45,45,-4.97166962875064e-10,5.19303394545186e-10,2.400113763e-11,2.401380787e-11
46,0,-3.10788414306997e-09,0.0,8.235357055e-13,0.0
46,1,1.7610688203665702e-09,-2.28819000685752e-10,7.861435121e-13,8.611925039e-13
46,2,5.11173523536957e-09,3.14914406685942e-09,8.555586791e-13,7.998828022e-13
46,3,-1.71424669156622e-09,-1.47531043109151e-10,8.367657435e-13,8.357230054e-13
46,4,1.09698847304444e-09,-7.05774340619887e-09,8.701232298e-13,8.527775664e-13
46,5,-3.22740212508134e-09,-1.04923774879744e-08,8.888747412e-13,8.918580152e-13
46,6,-4.480357440689831e-09,-2.3852282421039703e-09,9.614227615e-13,9.529948601e-13
46,7,5.4950151432587506e-09,-8.731726211299521e-09,1.059377036e-12,1.062159914e-12
46,8,-1.94655549249523e-11,4.2881334095257205e-09,1.183773061e-12,1.178689889e-12
46,9,8.54827985275208e-09,5.2028138380392005e-09,1.397805587e-12,1.396705526e-12
46,10,3.0107841542733303e-09,-1.3159098988023002e-09,1.568387037e-12,1.568150455e-12
46,11,-2.73564829845073e-09,-4.13510233042742e-09,1.89389415e-12,1.894048464e-12
46,12,-2.30047240433078e-09,-1.02609433243942e-10,2.093514095e-12,2.093440004e-12
46,13,-5.31482646463562e-09,-3.42853476795164e-09,2.516329354e-12,2.515232783e-12
46,14,2.44435335980231e-10,-7.210792115333379e-11,2.712982053e-12,2.713970671e-12
46,15,-5.2856341927323905e-09,-7.83631656319948e-10,3.25951951e-12,3.260328937e-12
46,16,2.0764455111722202e-09,4.6786187295896105e-09,3.39266075e-12,3.391713408e-12
46,17,-4.79776962388388e-09,7.445776500496831e-10,3.983114045e-12,3.980939828e-12
46,18,3.00153191264625e-09,-4.622373303930721e-09,4.067285378e-12,4.072673115e-12
46,19,-8.27917751688549e-10,-2.65343317883977e-09,4.727158083e-12,4.72899785e-12
46,20,-2.8853768794719304e-09,-3.93303611797106e-09,4.787601451e-12,4.788024581e-12
46,21,-5.770257283936241e-09,3.09947046301554e-09,5.445270134e-12,5.444962931e-12
46,22,6.900408759133781e-09,1.54980912459347e-09,5.542626893e-12,5.546744589e-12
46,23,2.89480249240158e-09,3.4519590112905404e-09,6.168086217e-12,6.165189664e-12
46,24,-3.3973081817630204e-09,6.15915882044101e-10,6.438752157e-12,6.434460739e-12
46,25,3.8342666402504006e-09,-7.267217358957221e-09,6.974908267e-12,6.975925208e-12
46,26,4.26398581890903e-09,1.17138176245902e-08,7.540587956e-12,7.542285803e-12
46,27,-2.5802284213789604e-09,-2.66095451506253e-10,7.926568236e-12,7.928550417e-12
46,28,-6.59063387368969e-10,-5.00039734257088e-09,8.838633847e-12,8.834763027e-12
46,29,-2.49215211545175e-09,-3.20969002542665e-09,9.038972406e-12,9.035155744e-12
46,30,-4.99792346963594e-09,-7.092482943719031e-09,1.02747062e-11,1.026505185e-11
46,31,-1.8690123199279202e-09,-1.2691899577833002e-09,1.036311693e-11,1.036290593e-11
46,32,-1.30741231570974e-10,-3.7085485013682704e-09,1.159302645e-11,1.160324691e-11
46,33,1.57440786349723e-08,4.03111590767068e-10,1.173684848e-11,1.17267026e-11
46,34,-1.6301742506627901e-09,3.0670988540999603e-09,1.266640941e-11,1.267163755e-11
46,35,-5.889716001566651e-09,1.3943618145357102e-09,1.34330073e-11,1.343779324e-11
46,36,-1.0400423851607502e-09,-1.98800999472316e-09,1.337719231e-11,1.337109879e-11
46,37,-4.1409988335528404e-09,6.08110830696053e-09,1.548627843e-11,1.54918883e-11
46,38,-5.620325397928781e-09,-1.9808150533249102e-09,1.405803882e-11,1.405139576e-11
46,39,7.19289870013454e-09,-2.10079061289436e-10,1.753110788e-11,1.752675984e-11
46,40,1.63792727114319e-10,-1.0786639672068402e-09,1.626595859e-11,1.625591751e-11
46,41,-1.60283812929141e-10,-6.22868735423658e-09,1.82725764e-11,1.82720431e-11
46,42,1.1426758394715502e-09,6.833027312885381e-09,2.175400895e-11,2.174267982e-11
46,43,-2.69994115202014e-09,1.2062736528511e-08,1.773720888e-11,1.771378805e-11
46,44,2.83297029758912e-09,-3.0416806634397105e-09,2.696053775e-11,2.700918318e-11
46,45,-1.00124787492845e-09,4.98231557829855e-09,3.264463347e-11,3.26368018e-11
46,46,2.78476724212755e-10,-2.6003853861756904e-09,2.62235136e-11,2.624766041e-11
47,0,9.36373675983609e-10,0.0,8.641099349e-13,0.0
47,1,-6.925073827076341e-09,-1.29127319392801e-09,8.249850616e-13,9.031548827e-13
47,2,4.3540800297711306e-09,-2.7324973995979603e-09,8.971863932e-13,8.392865219e-13
47,3,1.0972090915670102e-09,2.4159163956581403e-09,8.770937037e-13,8.760968052e-13
47,4,5.60895896241927e-10,-1.7392899277790401e-09,9.106619603e-13,8.925549999e-13
47,5,-1.7730000815213402e-09,-2.32735183450505e-09,9.281866125e-13,9.312581285e-13
47,6,3.04108787807455e-09,-4.1664393985481005e-09,9.999393995e-13,9.91212689e-13
47,7,4.31577451435445e-10,-2.43110144372248e-09,1.096884663e-12,1.099745678e-12
47,8,6.45093263537143e-09,-6.74998062999882e-10,1.218384635e-12,1.213143566e-12
47,9,-8.54281543873949e-10,3.21707396192375e-09,1.437456009e-12,1.436352277e-12
47,10,3.9993639310554705e-09,3.872805912526091e-09,1.598833294e-12,1.598567865e-12
47,11,4.48098611505102e-10,-3.72922194970075e-09,1.943251752e-12,1.943334013e-12
47,12,1.07686606287437e-08,1.9620261590397003e-09,2.125729983e-12,2.125422262e-12
47,13,-2.44082737224284e-09,-7.244338089635031e-10,2.580947296e-12,2.579973417e-12
47,14,1.05944168428726e-09,4.74233342171245e-10,2.755602203e-12,2.756712027e-12
47,15,-2.05650888421304e-09,5.72870640563954e-10,3.406800044e-12,3.407581906e-12
47,16,-7.400369742748191e-10,-1.4003706932636802e-09,3.453482954e-12,3.453089375e-12
47,17,-2.0805702516141603e-09,2.4990388253387202e-09,4.0943369e-12,4.092491922e-12
47,18,-1.90660337502894e-09,7.79712484231338e-09,4.162294174e-12,4.167770606e-12
47,19,2.36621709188988e-09,3.6109983816361002e-09,4.863932517e-12,4.864436788e-12
47,20,-1.02566576474015e-08,1.5636587194341802e-09,4.906196938e-12,4.906820479e-12
47,21,-5.673694865189021e-09,-7.94395977936398e-10,5.617683547e-12,5.617386949e-12
47,22,-7.64174889429659e-09,-4.98899418735748e-10,5.651691411e-12,5.655805727e-12
47,23,3.24551243143449e-09,6.67204294815098e-10,6.39227848e-12,6.389616757e-12
47,24,-5.80447284383644e-10,-1.4980548288810302e-09,6.492640613e-12,6.487481848e-12
47,25,-2.1853435525999103e-09,-9.12298296179476e-09,7.275369506e-12,7.277327508e-12
47,26,8.268513249673491e-09,1.3279144059497602e-09,7.482154622e-12,7.48357009e-12
47,27,-5.848948995993801e-09,-1.48883405712146e-09,8.361317862e-12,8.363903216e-12
47,28,1.7320302356222501e-09,-5.99783500882835e-09,8.593663694e-12,8.58960532e-12
47,29,5.399733977787721e-09,6.3615903230093e-10,9.667503744e-12,9.661620804e-12
47,30,-3.0629843233908205e-09,2.59050609438537e-09,9.881310343e-12,9.873955306e-12
47,31,7.53301057904549e-10,1.7067452635864402e-09,1.113787649e-11,1.113592879e-11
47,32,-1.5763233014577e-09,-6.03604182485535e-10,1.116524721e-11,1.117330231e-11
47,33,-4.89454417643379e-09,3.17408300664627e-09,1.253735157e-11,1.252592458e-11
47,34,9.46116874727767e-10,2.93463202643353e-09,1.26059646e-11,1.261085197e-11
47,35,-8.347314953824952e-09,-6.91392802062924e-11,1.370745075e-11,1.370935849e-11
47,36,7.246064951222201e-09,-4.48425524953852e-09,1.434027954e-11,1.43306305e-11
47,37,8.06532799536941e-09,1.04465856763588e-09,1.440105894e-11,1.440312605e-11
47,38,4.43748270094187e-10,1.6060768694137502e-09,1.649417207e-11,1.648517137e-11
47,39,-1.2963944437231702e-09,8.837568483969581e-09,1.507734814e-11,1.508467313e-11
47,40,-8.71905619558045e-09,7.901550853005331e-09,1.869349184e-11,1.867622254e-11
47,41,-3.3633590435729005e-09,4.54677022630684e-09,1.735811826e-11,1.735528546e-11
47,42,-1.89710591349333e-09,-5.90223552849026e-09,1.956582938e-11,1.955726912e-11
47,43,1.5489000116783302e-09,3.78163839045081e-09,2.311577612e-11,2.310364914e-11
47,44,-2.93217722558906e-09,1.02080942037107e-08,1.899797486e-11,1.90273207e-11
47,45,6.23472493044166e-09,3.4130081051993804e-09,2.872622701e-11,2.870058347e-11
47,46,-6.6190910707217e-10,-4.17592753065839e-09,3.49905402e-11,3.501706728e-11
