l,m,Clm,Slm,sigmaClm,sigmaSlm
49,25,-5.246439893777731e-09,5.769921375957661e-09,7.636325792e-12,7.638335272e-12
49,26,-8.386949950375291e-09,-1.3912737287982902e-09,7.843440325e-12,7.844994539e-12
49,27,-3.94504014773165e-09,2.5730715788624803e-09,8.683196144e-12,8.686229572e-12
49,28,-3.7734392338426e-09,-1.11799780773076e-08,8.966823825e-12,8.963440435e-12
49,29,-1.85765108540811e-10,-1.5621208579571001e-09,9.970642934e-12,9.963289303e-12
49,30,3.2875765450054703e-09,3.6947323699296104e-09,1.030192855e-11,1.029419363e-11
49,31,-5.34685299851955e-10,-6.347926058666031e-09,1.150897382e-11,1.150655496e-11
49,32,1.6784123252153502e-09,-5.93145085348337e-09,1.161501507e-11,1.16242089e-11
49,33,2.63828147503457e-09,-1.23357736492176e-09,1.312204329e-11,1.311379413e-11
49,34,4.54201726906613e-09,1.02432867159598e-09,1.302760418e-11,1.303119808e-11
49,35,3.2403130842014104e-09,5.60404594885933e-09,1.466762466e-11,1.467330858e-11
49,36,-4.635070798204111e-09,2.2492050442362e-09,1.456438495e-11,1.455356233e-11
49,37,-1.7896129052663302e-09,1.26424681966562e-09,1.580442477e-11,1.580873384e-11
49,38,2.8711038187725903e-09,-2.0528658655878304e-09,1.645813718e-11,1.645101495e-11
49,39,1.90179221468549e-09,1.6412989342771602e-09,1.648567515e-11,1.649094373e-11
49,40,-3.27827689888577e-09,1.5809364671493602e-09,1.891626738e-11,1.889386401e-11
49,41,-2.3305558963631902e-09,-2.3770641485083404e-09,1.717471787e-11,1.717929499e-11
49,42,-2.87056085384204e-09,-4.91638619907109e-10,2.146169076e-11,2.145219641e-11
49,43,5.50945082726575e-09,-7.35387012636503e-09,1.972830034e-11,1.971962658e-11
49,44,5.765510392581611e-09,7.891593979358851e-09,2.231009351e-11,2.233824534e-11
49,45,1.16611475592865e-09,-1.0888790127599801e-09,2.627209683e-11,2.627815542e-11
49,46,2.4546873216057503e-09,4.55986919989252e-10,2.204348763e-11,2.205503798e-11
49,47,3.2408520875934405e-09,1.33104921208152e-09,3.251748806e-11,3.251209795e-11
49,48,-1.58121231635575e-09,8.570834392858541e-10,3.920171412e-11,3.920262082e-11
49,49,2.55298117898549e-09,2.87261384670791e-09,3.046857048e-11,3.048912413e-11
50,0,-4.84413297061674e-09,0.0,1.005411594e-12,0.0
50,1,3.50782980273814e-09,3.05620601675768e-10,9.607417939e-13,1.049632487e-12
50,2,-8.05778613139332e-09,-1.6327360014834701e-09,1.042044992e-12,9.767460508e-13
50,3,-9.129069495675229e-11,-5.22696671334636e-10,1.01804864e-12,1.017405832e-12
50,4,-8.37003566657236e-09,3.5752557961208e-10,1.052184092e-12,1.031494287e-12
50,5,6.176956220739809e-11,-2.7468201304947204e-09,1.067035295e-12,1.070367078e-12
50,6,-3.32340106884152e-10,3.1700729702271804e-09,1.1363843e-12,1.126521469e-12
50,7,2.11064639774995e-09,3.09662180086272e-09,1.229211637e-12,1.23230152e-12
50,8,-3.7223017202227904e-09,-2.2861836965694102e-10,1.349165859e-12,1.343277784e-12
50,9,-2.25731287142318e-09,2.6636477374218003e-09,1.564720044e-12,1.563364785e-12
50,10,-2.74483900299044e-09,-2.07729846559544e-09,1.733652461e-12,1.733393783e-12
50,11,-2.23289604181827e-09,1.70409522869815e-09,2.07720273e-12,2.077304259e-12
50,12,-5.51451356893252e-09,5.06685831981915e-09,2.281980384e-12,2.281587928e-12
50,13,-9.51335025382844e-10,-5.6047677312042796e-11,2.748581925e-12,2.747149041e-12
50,14,-2.47815595021095e-09,3.3231336329318202e-09,2.953077319e-12,2.95434064e-12
50,15,-3.3019028903327803e-09,-2.9442938135637e-10,3.570226247e-12,3.570960528e-12
50,16,-2.6086366180029404e-09,-5.26902467943731e-09,3.711977102e-12,3.711073029e-12
50,17,6.83140299298598e-10,-2.9887126572896703e-09,4.419863897e-12,4.417186093e-12
50,18,1.9565366229815003e-09,-3.84309743416777e-09,4.482547468e-12,4.489933269e-12
50,19,5.91900778952854e-10,4.832722008584301e-10,5.308509758e-12,5.309721191e-12
50,20,1.7257802603864901e-09,-2.14906383757716e-09,5.29861326e-12,5.298513584e-12
50,21,-2.8867924329187403e-10,-4.45111282065898e-10,6.170765205e-12,6.17082527e-12
50,22,1.0895931321413002e-09,-5.69098491946679e-10,6.114956978e-12,6.11939398e-12
50,23,-1.9684454302115302e-09,-5.445571674017131e-09,7.004656283e-12,7.002336663e-12
50,24,9.309941971267681e-09,-6.81937642859517e-10,7.009582769e-12,7.004436293e-12
50,25,4.7688942015831e-09,2.61965183394672e-09,7.864069293e-12,7.865500493e-12
50,26,-8.76250995701851e-09,-1.90519061720152e-09,8.06289982e-12,8.064407171e-12
50,27,5.9181705038298506e-09,-3.2851629775306002e-09,8.818001614e-12,8.820562195e-12
50,28,-1.24986321690865e-09,6.837877984280201e-09,9.320919509e-12,9.318763083e-12
50,29,5.22963360100246e-09,1.5537853154041902e-09,9.926727054e-12,9.91942009e-12
50,30,4.03868959934303e-09,6.976456408916671e-09,1.087034791e-11,1.085924691e-11
50,31,-2.85361588685097e-09,5.8305609745249e-09,1.126410172e-11,1.126575488e-11
50,32,-2.5986934106098703e-09,1.1303762383819201e-09,1.252698401e-11,1.253951965e-11
50,33,-3.1351846523865205e-09,-2.81774458306967e-09,1.257532712e-11,1.256633845e-11
50,34,-1.5907508205997902e-09,-1.4600078317115e-09,1.424585706e-11,1.425058746e-11
50,35,2.29659778178975e-09,1.63109477055372e-10,1.404010432e-11,1.404500114e-11
50,36,-1.90174457986705e-10,6.51241912384999e-10,1.578920025e-11,1.577600932e-11
50,37,-1.1414396391901302e-09,-1.0241338332141002e-09,1.567304201e-11,1.567883979e-11
50,38,-1.1212747827739301e-09,-5.58583099355277e-09,1.690897733e-11,1.69025643e-11
50,39,-5.38606701554733e-09,8.516595110854101e-09,1.771925854e-11,1.771567518e-11
50,40,2.18885321659293e-09,5.3085103915154e-09,1.757906075e-11,1.756524613e-11
50,41,-6.32616762227851e-09,-5.80489310418867e-09,2.032091997e-11,2.032100345e-11
50,42,5.45237837001512e-09,-3.94581452441248e-09,1.83341817e-11,1.833033762e-11
50,43,1.25670431057761e-11,-1.59414419200786e-09,2.293798753e-11,2.292125323e-11
50,44,9.019762442759871e-10,-8.29753615104523e-10,2.101733716e-11,2.102524309e-11
50,45,-2.8036804256133703e-09,5.619457819262361e-09,2.375616926e-11,2.375117774e-11
50,46,-5.75210397042755e-09,2.18287703341263e-09,2.820955582e-11,2.821854917e-11
50,47,-6.0887698844351106e-09,-1.13790425756449e-08,2.266794686e-11,2.267089843e-11
50,48,8.60805948325325e-10,6.93329774180107e-10,3.466086957e-11,3.463860886e-11
50,49,2.19096766385048e-09,-4.8002243864652104e-09,4.171736677e-11,4.172050247e-11
50,50,4.53662407791277e-09,2.5443505816272503e-09,3.254988945e-11,3.261297368e-11
51,0,-4.45994751240991e-09,0.0,1.05996901e-12,0.0
51,1,1.7615334249522302e-09,1.16023092050572e-09,1.013246159e-12,1.106180203e-12
51,2,-7.334425486793791e-09,-2.47294042737882e-09,1.097925732e-12,1.029865531e-12
51,3,-5.14217248946619e-09,-6.836635253376711e-09,1.072510477e-12,1.072034848e-12
51,4,2.06525293803445e-09,1.7040868066606102e-09,1.10701432e-12,1.085368749e-12
51,5,-3.5841862183625202e-09,-3.5472344839255503e-09,1.120912645e-12,1.124311793e-12
51,6,8.36307735225935e-10,-3.4034991491679703e-09,1.189740129e-12,1.179500207e-12
51,7,-1.0167637759462401e-09,3.8002349320060305e-09,1.281861317e-12,1.285021084e-12
51,8,1.4677865188545302e-09,3.80062129593966e-09,1.399442573e-12,1.393418154e-12
51,9,9.95391969293481e-10,-3.23578665990975e-09,1.619550512e-12,1.618172133e-12
51,10,2.50332161732775e-10,-2.4997446193257004e-09,1.781226924e-12,1.781032691e-12
51,11,-2.35790389926794e-09,1.38764102474308e-09,2.141085868e-12,2.141077484e-12
51,12,-3.7146862793927304e-09,8.67273636540852e-10,2.333371356e-12,2.33273589e-12
51,13,-9.934685486055972e-09,1.2377306053608101e-09,2.826420465e-12,2.825091442e-12
51,14,1.3541217608959802e-09,2.15236778109101e-10,3.018916874e-12,3.020257299e-12
51,15,1.504085527594e-09,-2.23686402001793e-10,3.730066398e-12,3.730709267e-12
51,16,-2.09706967413414e-10,-1.11997523301973e-09,3.803016839e-12,3.802607048e-12
51,17,3.86543769248119e-09,-2.28662524105154e-09,4.538115417e-12,4.535635153e-12
51,18,2.9171150007508503e-10,-1.1754472677344e-09,4.6228928e-12,4.630337405e-12
51,19,4.9930872917731e-10,-1.66115961381166e-10,5.445213451e-12,5.445253019e-12
51,20,-3.45490820284432e-10,8.174231730862249e-11,5.490995243e-12,5.490997317e-12
51,21,2.4969083705992702e-09,6.75355368293464e-10,6.330528263e-12,6.330372187e-12
51,22,-3.6561786160881902e-09,-2.4077272591657004e-09,6.344735e-12,6.349192154e-12
51,23,-1.7543578729938602e-09,1.72134178981912e-09,7.192946815e-12,7.190450879e-12
51,24,2.7567597423924102e-09,-6.34397458366887e-09,7.255640343e-12,7.249651011e-12
51,25,7.05504308490464e-09,-1.7582828823484202e-09,8.084717227e-12,8.086081021e-12
51,26,-1.3060462869973202e-09,-3.9568076099438105e-09,8.279908464e-12,8.281035597e-12
51,27,5.1957993523113705e-09,-9.23956648038128e-09,9.103357623e-12,9.106989827e-12
51,28,3.921855556514921e-09,6.609885352608381e-09,9.418809573e-12,9.415967903e-12
51,29,-1.8603698619551002e-09,1.9763917182587503e-09,1.034890866e-11,1.034092138e-11
51,30,1.8262258834243702e-09,3.0423930953614503e-09,1.080647547e-11,1.079842198e-11
51,31,4.59476654864729e-10,6.446374321890961e-09,1.188975996e-11,1.18874167e-11
51,32,7.33572094451565e-10,1.48164488186667e-09,1.218251445e-11,1.219307414e-11
51,33,-3.8340929173117905e-09,7.564879456603e-10,1.361642553e-11,1.361034344e-11
51,34,-4.39880988695671e-09,-8.63524864283372e-10,1.366399201e-11,1.366544297e-11
51,35,2.6575367252418503e-09,2.6902151707191703e-09,1.544046349e-11,1.544763437e-11
51,36,-6.402186733619441e-09,2.80445307799454e-09,1.515104258e-11,1.513731689e-11
51,37,-3.1657534932080903e-09,-5.632019057160581e-09,1.703753278e-11,1.704340483e-11
51,38,1.92711523577473e-09,-5.6462226897005504e-09,1.676775226e-11,1.67625518e-11
51,39,5.99627148045253e-09,8.20916752980767e-10,1.821787593e-11,1.822054996e-11
51,40,-2.7320868532146402e-09,-8.24057952390585e-10,1.888724401e-11,1.886446806e-11
51,41,2.11800656758274e-09,1.1929987534808001e-09,1.888443653e-11,1.889362318e-11
51,42,6.55636936967176e-10,3.83904927925507e-09,2.172859565e-11,2.172051826e-11
51,43,-5.22119705234409e-09,2.9849090975155e-09,1.957884889e-11,1.956438235e-11
51,44,2.8873561134544e-10,1.27514954532235e-09,2.453940921e-11,2.455724257e-11
51,45,-8.87115795011229e-09,-6.049075430815111e-09,2.242653686e-11,2.243483196e-11
51,46,4.33325003784975e-10,8.466999807984749e-11,2.607503173e-11,2.606984157e-11
51,47,3.3914881485460205e-09,-2.1485980301469903e-09,2.979457664e-11,2.980738463e-11
51,48,3.765798196734971e-09,1.8202751094296302e-09,2.41256212e-11,2.410424694e-11
51,49,-2.22104694738612e-09,-1.93279191790277e-09,3.684055424e-11,3.686027138e-11
51,50,-2.1466441486110203e-09,5.472712265171561e-09,4.426190805e-11,4.429017506e-11
51,51,1.0332227950527001e-09,3.0089198225334003e-09,3.444005659e-11,3.44299987e-11
52,0,1.21397433996932e-09,0.0,1.118760371e-12,0.0
52,1,-1.7555354249991802e-09,-4.62479748404382e-09,1.069842329e-12,1.167058657e-12
52,2,3.5718343671751405e-09,1.03637394086185e-09,1.158181331e-12,1.087149342e-12
52,3,1.9180549691039e-09,-6.75042393359725e-10,1.131241071e-12,1.130932648e-12
52,4,3.06874922390903e-09,8.91165492582645e-10,1.166146933e-12,1.143455227e-12
52,5,1.21884148060942e-09,-2.07865646129482e-09,1.179190981e-12,1.182705094e-12
52,6,-6.4454003095831e-09,-3.6813478844672e-10,1.247497463e-12,1.236849114e-12
52,7,-4.61174924668708e-09,-3.0208355912548203e-09,1.338135497e-12,1.34138799e-12
52,8,1.5185733267439702e-09,-1.94387250572962e-09,1.456430379e-12,1.450138659e-12
52,9,-2.7183155352862904e-09,-4.49090210340049e-09,1.672877678e-12,1.671358182e-12
52,10,3.3950886558612605e-09,-1.52850596233865e-09,1.841745647e-12,1.841537503e-12
52,11,-1.85959208598153e-10,-1.81584225444246e-10,2.194293186e-12,2.194362777e-12
52,12,-1.6580196995689402e-09,-3.36465933339978e-09,2.402772391e-12,2.402160644e-12
52,13,-3.35616454741892e-09,3.76242362102901e-09,2.890973221e-12,2.889298336e-12
52,14,3.4455802948844203e-09,-4.99424722434901e-10,3.101741732e-12,3.103144765e-12
52,15,2.57063514351131e-09,2.30051288975405e-09,3.754654191e-12,3.755275706e-12
52,16,-1.17405087213487e-09,2.8964123887052303e-09,3.90435758e-12,3.903479282e-12
52,17,8.05061210128715e-10,1.99273646264857e-09,4.670049675e-12,4.667049858e-12
52,18,6.95065967994903e-10,-8.57152452180839e-10,4.73075431e-12,4.738979673e-12
52,19,8.96260767830412e-10,1.5171391398605401e-09,5.638604141e-12,5.639631186e-12
52,20,1.8088258712211101e-09,-3.52620218657179e-09,5.61007172e-12,5.609688016e-12
52,21,2.32684912059575e-10,3.69722179241317e-10,6.587731144e-12,6.587936578e-12
52,22,-3.3048841082039003e-09,3.64014833234463e-09,6.481716746e-12,6.486225356e-12
52,23,5.25259896192272e-09,1.2392877121820302e-09,7.500861457e-12,7.498677941e-12
52,24,1.22268569832864e-10,1.6686384812685e-10,7.407004814e-12,7.40166391e-12
52,25,3.29382346445467e-09,-2.73214157613081e-09,8.417998616e-12,8.418528529e-12
52,26,-5.57645613224332e-09,-2.77035347174637e-09,8.457097034e-12,8.458079114e-12
52,27,-3.11114263646441e-10,-5.65976596165072e-09,9.399641918e-12,9.402663525e-12
52,28,2.5421260980145703e-09,1.12851427238175e-09,9.67898189e-12,9.677258254e-12
52,29,-6.563283273734291e-09,-4.0520712888622406e-09,1.052322723e-11,1.0515494e-11
52,30,-1.2995644518468902e-09,-1.64660499223074e-10,1.121623644e-11,1.120513803e-11
52,31,2.41691969302687e-09,-1.8387536550066002e-09,1.189371067e-11,1.189561163e-11
52,32,4.1999239400880305e-09,-5.566602740022271e-09,1.292108873e-11,1.293423795e-11
52,33,-2.19516966499273e-10,-1.0035422035497502e-09,1.325446314e-11,1.324577123e-11
52,34,5.4627832220802806e-09,-1.30128337796584e-09,1.481877717e-11,1.482212213e-11
52,35,6.5926754173245806e-09,6.447591540116971e-09,1.476298701e-11,1.476719805e-11
52,36,1.24991192815843e-09,6.7594469553663406e-09,1.670287476e-11,1.668768517e-11
52,37,-1.04648987094099e-08,2.8591199697348903e-09,1.631351518e-11,1.631843132e-11
52,38,-1.19561209491161e-09,-1.6812780819572201e-09,1.831857864e-11,1.831251314e-11
52,39,-1.3884122262975702e-09,-2.5932282830552904e-09,1.805171131e-11,1.804932562e-11
52,40,-1.02033320058675e-08,-1.48066824480364e-09,1.950872991e-11,1.94876484e-11
52,41,-3.0519598127357903e-09,-3.5017653456179004e-09,2.029822701e-11,2.029835088e-11
52,42,1.17180481245418e-10,-5.672074763732081e-09,2.019658781e-11,2.018877082e-11
52,43,4.415262613853681e-09,-2.5539514136011603e-09,2.325198516e-11,2.324201542e-11
52,44,-1.40080543581998e-09,-2.17503572883045e-10,2.084744682e-11,2.085918396e-11
52,45,1.75500930039311e-09,-3.09929301030308e-10,2.623075486e-11,2.624502654e-11
52,46,5.30436331640278e-12,3.87920152276034e-09,2.412407244e-11,2.412931825e-11
52,47,-3.3062274961188203e-09,4.294917268191051e-09,2.707880804e-11,2.707381383e-11
52,48,3.6159878374274103e-09,2.8945415878870404e-09,3.177337863e-11,3.179669245e-11
52,49,-7.47540600133225e-09,6.85479734220168e-09,2.570217125e-11,2.569200686e-11
52,50,-5.29730516130201e-09,-8.83505897860865e-10,3.927580305e-11,3.930549161e-11
52,51,-5.992922459554491e-09,-1.7361706640109302e-09,4.716691471e-11,4.715960879e-11
52,52,-2.18074190148908e-09,-4.45008989697993e-09,3.669397567e-11,3.668719188e-11
53,0,7.85881600242532e-09,0.0,1.182032417e-12,0.0
53,1,1.88031785607496e-09,-4.64434786048424e-10,1.130655937e-12,1.232466069e-12
53,2,5.80301082865582e-09,-2.4322929969207703e-09,1.222953594e-12,1.148830117e-12
53,3,-1.5922591923827202e-09,1.3909442695463102e-09,1.194334911e-12,1.194209821e-12
53,4,4.5603935999305504e-09,1.40981264447234e-09,1.229893426e-12,1.206118508e-12
53,5,-4.58237905772415e-10,-3.830905938161941e-09,1.241897155e-12,1.245479952e-12
53,6,2.88097951570863e-09,-1.03722656542823e-09,1.310031074e-12,1.298856603e-12
53,7,1.11626003380409e-09,-6.014242070192171e-09,1.399955606e-12,1.403236319e-12
53,8,1.86441413332863e-09,7.70444175251233e-12,1.516268412e-12,1.509721844e-12
53,9,2.8957130375352702e-09,-2.8676818885192703e-09,1.736966708e-12,1.735331007e-12
53,10,9.45615019295753e-09,-2.35065455313383e-09,1.899339661e-12,1.899158681e-12
53,11,3.4095616429209404e-09,4.50489152409407e-10,2.267156159e-12,2.267109663e-12
53,12,6.843154555835651e-10,-5.96805798699123e-09,2.465053702e-12,2.464166423e-12
53,13,4.6326151606527005e-09,4.13605522789512e-09,2.977465308e-12,2.97588694e-12
53,14,2.00685772441286e-09,-4.47680614511635e-10,3.179877223e-12,3.181423016e-12
53,15,5.866070836937971e-09,5.287685593782411e-09,3.923164797e-12,3.923658276e-12
53,16,7.45243642705956e-10,5.7628856320003505e-09,4.010530962e-12,4.010200493e-12
53,17,-4.3094407632810405e-09,7.37824764004708e-10,4.79558447e-12,4.792764331e-12
53,18,2.7427354158427402e-09,1.91891404803159e-09,4.891599372e-12,4.899802363e-12
53,19,3.4861729711030205e-09,-8.46684964504154e-10,5.780760283e-12,5.780705029e-12
53,20,-1.1177378887433e-09,-1.1981663236436402e-09,5.832711751e-12,5.832307626e-12
53,21,-2.8835160483797103e-09,2.63948690163173e-09,6.75011045e-12,6.750054317e-12
53,22,6.895730110290689e-11,5.689970005631361e-09,6.759032531e-12,6.763693753e-12
53,23,4.359173337020171e-09,-5.3239292285768005e-09,7.68530356e-12,7.682833351e-12
53,24,-5.0705899328611e-09,6.056675436657471e-09,7.728943477e-12,7.722677909e-12
53,25,-4.03188294990276e-10,-6.11138871025897e-09,8.620602498e-12,8.620739836e-12
53,26,-7.03161911533911e-10,2.1209343009363004e-09,8.79276756e-12,8.793465859e-12
53,27,-2.88924764170402e-10,-2.41796929650331e-09,9.632898094e-12,9.637024348e-12
53,28,1.29828153688527e-09,2.96769165571937e-09,9.954006238e-12,9.951381835e-12
53,29,-6.42592897205236e-09,-2.47282258600998e-09,1.083677511e-11,1.082888389e-11
53,30,-5.341971609798881e-09,-5.98370361495444e-09,1.139044566e-11,1.138193927e-11
53,31,-2.4047455822850903e-09,1.91131719521054e-09,1.234132501e-11,1.23388299e-11
53,32,2.01505151354475e-09,-1.5096779187559401e-09,1.28342599e-11,1.284654705e-11
53,33,-4.3504373068141603e-10,1.24928648960745e-09,1.410097699e-11,1.409623852e-11
53,34,-4.31654084256333e-09,-7.72334980302148e-09,1.443681875e-11,1.443722522e-11
53,35,1.1661540438917201e-09,-3.59307665089748e-09,1.609201934e-11,1.609930584e-11
53,36,2.6378691760922104e-09,2.4858267657251e-09,1.601357157e-11,1.599716404e-11
53,37,-2.5182005560196204e-09,1.5302791955839602e-09,1.804411149e-11,1.805036395e-11
53,38,1.0780590550289901e-09,-2.1433284788039503e-09,1.754399688e-11,1.753885739e-11
53,39,-1.53842393096182e-09,-3.16328111498866e-09,1.975518757e-11,1.975604036e-11
53,40,-4.71054829688296e-10,-8.92771487150916e-10,1.929153833e-11,1.926879231e-11
53,41,7.45091246271755e-09,-6.0503219837744805e-09,2.098717203e-11,2.099464133e-11
53,42,4.509484848928741e-09,2.3913318326810404e-09,2.169030167e-11,2.168380884e-11
53,43,-3.82525071941683e-10,4.33323902501181e-09,2.163458649e-11,2.161816678e-11
53,44,1.6948386278188701e-09,-1.1855545335548102e-09,2.484713243e-11,2.485855044e-11
53,45,-7.300247840604061e-09,2.9395887411507802e-09,2.231682062e-11,2.231841424e-11
53,46,-1.26374612811762e-09,-4.7742704207346804e-09,2.872111502e-11,2.873046911e-11
53,47,-1.3604423886966202e-09,5.932448848667651e-09,2.545507045e-11,2.545586132e-11
53,48,-2.3067214498915902e-09,-4.05549938566767e-09,2.8887983e-11,2.88821647e-11
53,49,-1.4359414681635201e-09,-4.54537899416223e-09,3.378371329e-11,3.380003936e-11
53,50,8.3541504427759e-09,1.04933289454898e-09,2.727259415e-11,2.728854706e-11
53,51,1.92973774624776e-09,2.89014922165506e-10,4.179279298e-11,4.178019429e-11
53,52,6.2185562139765e-09,5.92496199449504e-10,4.995475363e-11,4.998150034e-11
53,53,1.97267304939322e-09,3.97248747156838e-09,3.887113495e-11,3.887682616e-11
54,0,2.2367681346877e-09,0.0,1.25034442e-12,0.0
54,1,-1.62605728500546e-09,4.15888204649453e-09,1.19637322e-12,1.302950298e-12
54,2,2.3144458028618103e-09,-3.0618868553938503e-10,1.292870081e-12,1.21544187e-12
54,3,5.50234233590954e-09,1.5065739358582602e-09,1.26245755e-12,1.262530627e-12
54,4,-1.18200455417015e-09,-6.671723452526891e-09,1.298636231e-12,1.27371494e-12
54,5,2.0609913702436502e-09,-1.56692277470986e-09,1.309744139e-12,1.313421262e-12
54,6,1.66547841644033e-09,-2.41743921207142e-09,1.377550637e-12,1.365928977e-12
54,7,3.02770089632963e-09,9.46036649854221e-10,1.466141004e-12,1.46957268e-12
54,8,3.6851811343171302e-09,-3.4502917361930604e-09,1.58309888e-12,1.576408924e-12
54,9,2.4558394162879604e-09,7.070747243577341e-09,1.800579023e-12,1.798875896e-12
54,10,4.3543462921421606e-09,-1.18657501793735e-09,1.969667214e-12,1.969550826e-12
54,11,2.9571806452587402e-09,2.4941747335198297e-11,2.331335942e-12,2.331338734e-12
54,12,-9.73875398867057e-10,-3.1612261287553204e-09,2.544119653e-12,2.543258043e-12
54,13,4.2873179163987e-09,2.45849492422411e-10,3.053903556e-12,3.051988835e-12
54,14,-1.9149956036442103e-09,8.80114182149924e-10,3.27215157e-12,3.273767943e-12
54,15,2.8988240967393402e-09,-4.16022683711917e-09,3.961396437e-12,3.961779588e-12
54,16,-3.7309743043348e-09,2.5733848364233704e-09,4.121244605e-12,4.120442195e-12
54,17,-3.34614891726853e-10,6.29365881530952e-09,4.944716692e-12,4.941414433e-12
54,18,3.7101006286124103e-09,-9.253050891283981e-10,5.008272562e-12,5.017186916e-12
54,19,8.30909069902739e-09,-1.6941967806867701e-09,5.997456702e-12,5.998309655e-12
54,20,-2.21635813432645e-09,-1.1073369166733302e-09,5.959484461e-12,5.958761401e-12
54,21,-3.2153835178168103e-09,2.57866683402566e-09,7.041586663e-12,7.041963991e-12
54,22,-3.1104926456538803e-09,3.5816437344728203e-09,6.901806648e-12,6.906439541e-12
54,23,-1.32944680910475e-10,-1.6797345766085602e-09,8.047526414e-12,8.045484747e-12
54,24,3.62785251832799e-09,4.07316128253688e-09,7.878869838e-12,7.873469984e-12
54,25,-3.79431099143995e-09,-2.04046820266175e-09,9.040647645e-12,9.039982657e-12
54,26,4.46296524066889e-09,-2.94425070000836e-09,8.950798105e-12,8.951196687e-12
54,27,-5.14137809040297e-10,5.1009785169350004e-09,1.0069167e-11,1.007268834e-11
54,28,-1.9274100582253302e-09,-4.67482461533456e-10,1.014814215e-11,1.014645361e-11
54,29,-1.58403610612299e-09,7.29626309467013e-10,1.121855711e-11,1.121102143e-11
54,30,2.20443343983285e-09,1.94835286892625e-09,1.1657522e-11,1.164685725e-11
54,31,7.30925661283107e-10,4.3459499730837e-09,1.262278382e-11,1.26240795e-11
54,32,-3.1970227592918603e-09,2.2542498381015203e-09,1.335832601e-11,1.337190801e-11
54,33,-6.07914238692039e-09,4.924812988628081e-10,1.404514765e-11,1.403739675e-11
54,34,-7.70905464052291e-09,-4.6048065340822906e-09,1.534808101e-11,1.535003904e-11
54,35,1.34091721717577e-09,-8.458278823743801e-09,1.566092276e-11,1.566317629e-11
54,36,2.1743645675276802e-09,-7.3565690823269505e-09,1.74621996e-11,1.744566071e-11
54,37,2.6669196107164404e-09,2.1808168065434202e-09,1.727575254e-11,1.727957431e-11
54,38,-4.10979514923422e-10,-8.86406824307986e-10,1.948018697e-11,1.947437701e-11
54,39,7.67539833075484e-09,-1.42973772282669e-09,1.890198658e-11,1.88995779e-11
54,40,4.0264768451794004e-09,4.92605179509451e-10,2.123850991e-11,2.1213159e-11
54,41,5.7737549522550504e-09,4.818633473083021e-09,2.07418068e-11,2.074220491e-11
54,42,5.2546785194334106e-09,5.8196790819760906e-09,2.249671864e-11,2.248738747e-11
54,43,-1.8134793140833902e-09,3.91257188559277e-09,2.322251175e-11,2.321467791e-11
54,44,-1.77888390482027e-09,3.2139125723089702e-09,2.308906328e-11,2.310261443e-11
54,45,-1.65291011427849e-09,-5.31782299315653e-09,2.658993274e-11,2.660866157e-11
54,46,7.33661877654126e-10,-4.13634123945668e-09,2.402129433e-11,2.40151974e-11
54,47,-3.14822397639612e-09,3.3826184930474204e-09,2.998156451e-11,2.999264844e-11
54,48,3.17873277187029e-09,2.36335519920361e-09,2.714107132e-11,2.715429546e-11
54,49,-7.09388379213982e-12,9.64833071742971e-10,3.089393179e-11,3.088750819e-11
54,50,-1.8622046009645702e-09,-1.79782197102662e-09,3.6046819e-11,3.607361815e-11
54,51,4.90451731848857e-09,2.7873947868260603e-09,2.916657944e-11,2.915547977e-11
54,52,1.36537936945528e-09,-2.6342189011369404e-09,4.453189806e-11,4.455728515e-11
54,53,-2.7329034512940403e-09,3.36739897094331e-09,5.313954915e-11,5.311661213e-11
54,54,-7.792313247500271e-09,5.10077881515232e-09,4.139784309e-11,4.138688263e-11
55,0,9.97679654086592e-10,0.0,1.323763766e-12,0.0
55,1,-2.67617209977514e-10,4.6388412197602505e-09,1.267304114e-12,1.379079488e-12
55,2,-1.7254758856494601e-09,-2.24229212066038e-09,1.367985621e-12,1.287094678e-12
55,3,5.42746685156829e-09,3.1563961703396702e-09,1.335993725e-12,1.336249729e-12
55,4,1.3580481348992001e-09,2.7187739011238602e-09,1.372699907e-12,1.346507404e-12
55,5,6.14071433258825e-09,3.0304908160451604e-09,1.382970503e-12,1.386787069e-12
55,6,-8.36202974581664e-10,-1.9529410004711e-09,1.450438377e-12,1.438331548e-12
55,7,9.48756058332173e-10,3.5616201325734705e-09,1.53865863e-12,1.542196414e-12
55,8,-3.740167496091291e-09,8.62056258234602e-10,1.653729699e-12,1.646786729e-12
55,9,3.7135976779421302e-09,1.85615880274486e-09,1.8753484e-12,1.873449327e-12
55,10,-1.0275372840748201e-09,3.6917958705406705e-09,2.03849203e-12,2.038417501e-12
55,11,2.8758196728054303e-09,3.04335323060127e-09,2.414576377e-12,2.414500358e-12
55,12,1.41399971148568e-09,3.23957084124175e-09,2.618493392e-12,2.617412628e-12
55,13,2.03164113264364e-09,-8.780114102348231e-10,3.150542922e-12,3.148731684e-12
55,14,-2.1372932688939103e-09,8.88796442974782e-10,3.363695951e-12,3.365371319e-12
55,15,-1.8350596755677002e-09,-5.132630776380131e-09,4.140289418e-12,4.140596518e-12
55,16,-3.01527683257163e-09,-1.9055349945333002e-10,4.243114805e-12,4.242841661e-12
